index,tweet_id,timestamp,rating_numerator,rating_denominator,name,dog_stage,dog_stage,tweet_id,img_num,p1,p1_conf,p1_dog,p2,p2_conf,p2_dog,p3,p3_conf,p3_dog,tweet_id,full_text,retweet_count,favorite_count,possibly_sensitive
10,8.90007e+17,2017-07-26 00:31:25+00:00,13,10,Koda,doggo,doggo,6.660638272560865e+17,1.0,golden_retriever,0.77593,True,tibetan_mastiff,0.0937178,True,labrador_retriever,0.0724266,True,8.900066081131725e+17,This is Koda. He is a South Australian deckshark. Deceptively deadly. Frighteningly majestic. 13/10 would risk a petting #BarkWeek https://t.co/dVPW0B0Mme,7624.0,31166.0,False
11,8.89881e+17,2017-07-25 16:11:53+00:00,13,10,Bruno,doggo,doggo,6.660711932215091e+17,1.0,gordon_setter,0.503672,True,yorkshire_terrier,0.174201,True,pekinese,0.109454,True,8.898808964798669e+17,This is Bruno. He is a service shark. Only gets out of the water to assist you. 13/10 terrifyingly good boy https://t.co/u1XPQMl29g,5156.0,28268.0,False
12,8.89665e+17,2017-07-25 01:55:32+00:00,13,10,Text,doggo,doggo,6.66073100786774e+17,1.0,walker_hound,0.260857,True,english_foxhound,0.1753819999999999,True,ibizan_hound,0.0974705,True,8.896653883336827e+17,Here's a puppo that seems to be on the fence about something haha no but seriously someone help her. 13/10 https://t.co/BxvuXk0UCm,8538.0,38818.0,False
13,8.89639e+17,2017-07-25 00:10:02+00:00,12,10,Ted,doggo,doggo,6.660829167331983e+17,1.0,pug,0.489814,True,bull_mastiff,0.4047219999999999,True,french_bulldog,0.0489595,True,8.896388375799071e+17,This is Ted. He does his best. Sometimes that's not enough. But it's ok. 12/10 would assist https://t.co/f8dEDcrKSR,4735.0,27672.0,False
14,8.89531e+17,2017-07-24 17:02:04+00:00,13,10,Stuart,doggo,doggo,6.660940000221594e+17,1.0,bloodhound,0.195217,True,german_shepherd,0.0782598,True,malinois,0.0756278,True,8.895311353442099e+17,This is Stuart. He's sporting his favorite fanny pack. Secretly filled with bones only. 13/10 puppared puppo #BarkWeek https://t.co/y70o6h3isq,2321.0,15359.0,False
15,8.89279e+17,2017-07-24 00:19:32+00:00,13,10,Oliver,doggo,doggo,6.66099513787052e+17,1.0,lhasa,0.58233,True,shih-tzu,0.166192,True,dandie_dinmont,0.0896883,True,8.892788419816858e+17,This is Oliver. You're witnessing one of his many brutal attacks. Seems to be playing with his victim. 13/10 fr*ckin frightening #BarkWeek https://t.co/WpHvrQedPb,5637.0,25652.0,False
16,8.88917e+17,2017-07-23 00:22:39+00:00,12,10,Jim,doggo,doggo,6.661021559091446e+17,1.0,english_setter,0.298617,True,newfoundland,0.149842,True,borzoi,0.133649,True,8.889172381238313e+17,This is Jim. He found a fren. Taught him how to sit like the good boys. 12/10 for both https://t.co/chxruIOUJN,4709.0,29611.0,False
17,8.88805e+17,2017-07-22 16:56:37+00:00,13,10,Zeke,doggo,doggo,6.661041332886651e+17,1.0,hen,0.965932,False,cock,0.0339194,False,partridge,5.20658e-05,False,8.888049891996713e+17,This is Zeke. He has a new stick. Very proud of it. Would like you to throw it for him without taking it. 13/10 would do my best https://t.co/HTQ77yNQ5K,4559.0,26080.0,False
18,8.88555e+17,2017-07-22 00:23:06+00:00,13,10,Ralphus,doggo,doggo,6.662689108036444e+17,1.0,desktop_computer,0.086502,False,desk,0.0855474,False,bookcase,0.0794797,False,8.885549627242783e+17,This is Ralphus. He's powering up. Attempting maximum borkdrive. 13/10 inspirational af https://t.co/YnYAFCTTiK,3732.0,20290.0,False
19,8.88203e+17,2017-07-21 01:02:36+00:00,13,10,Canela,doggo,doggo,6.66273097616638e+17,1.0,italian_greyhound,0.176053,True,toy_terrier,0.111884,True,basenji,0.111152,True,8.880784344585871e+17,This is Gerald. He was just told he didn't get the job he interviewed for. A h*ckin injustice. 12/10 didn't want the job anyway https://t.co/DK7iDPfuRX,3653.0,22201.0,False
20,8.88078e+17,2017-07-20 16:49:33+00:00,12,10,Gerald,doggo,doggo,6.662874062246953e+17,1.0,maltese_dog,0.8575309999999999,True,toy_poodle,0.0630638,True,miniature_poodle,0.0255806,True,8.877052893818266e+17,This is Jeffrey. He has a monopoly on the pool noodles. Currently running a 'boop for two' midweek sale. 13/10 h*ckin strategic https://t.co/PhrUk20Q64,5609.0,30779.0,False
21,8.87705e+17,2017-07-19 16:06:48+00:00,13,10,Jeffrey,doggo,doggo,6.662939116321341e+17,1.0,three-toed_sloth,0.914671,False,otter,0.01525,False,great_grey_owl,0.0132072,False,8.875171391580938e+17,I've yet to rate a Venezuelan Hover Wiener. This is such an honor. 14/10 paw-inspiring af (IG: roxy.thedoxy) https://t.co/20VrLAA8ba,12082.0,46959.0,False
22,8.87517e+17,2017-07-19 03:39:09+00:00,14,10,such,doggo,doggo,6.663378823035249e+17,1.0,ox,0.4166689999999999,False,newfoundland,0.278407,True,groenendael,0.102643,True,8.874739571039519e+17,This is Canela. She attempted some fancy porch pics. They were unsuccessful. 13/10 someone help her https://t.co/cLyzpcUcMX,18781.0,69871.0,False
23,8.87474e+17,2017-07-19 00:47:34+00:00,13,10,Canela,doggo,doggo,6.663454175762104e+17,1.0,golden_retriever,0.8587440000000001,True,chesapeake_bay_retriever,0.0547868,True,labrador_retriever,0.0142408999999999,True,8.873432170453688e+17,You may not have known you needed to see this today. 13/10 please enjoy (IG: emmylouroo) https://t.co/WZqNqygEyV,10737.0,34222.0,False
24,8.87343e+17,2017-07-18 16:08:03+00:00,13,10,Text,doggo,doggo,6.663532884561019e+17,1.0,malamute,0.3368739999999999,True,siberian_husky,0.147655,True,eskimo_dog,0.0934123999999999,True,8.871013928040858e+17,This... is a Jubilant Antarctic House Bear. We only rate dogs. Please only send dogs. Thank you... 12/10 would suffocate in floof https://t.co/4Ad1jzJSdp,6167.0,31061.0,False
25,8.87101e+17,2017-07-18 00:07:08+00:00,12,10,Text,doggo,doggo,6.663627589092844e+17,1.0,guinea_pig,0.996496,False,skunk,0.00240245,False,hamster,0.000460863,False,8.869832335225446e+17,This is Maya. She's very shy. Rarely leaves her cup. 13/10 would find her an environment to thrive in https://t.co/I6oNy0CgiT,8084.0,35859.0,False
26,8.86983e+17,2017-07-17 16:17:36+00:00,13,10,Maya,doggo,doggo,6.663737537445888e+17,1.0,soft-coated_wheaten_terrier,0.326467,True,afghan_hound,0.259551,True,briard,0.206803,True,8.867368805193196e+17,"This is Mingus. He's a wonderful father to his smol pup. Confirmed 13/10, but he needs your help

https://t.co/bVi0Yr4Cff https://t.co/ISvKOSkd5b",3443.0,12306.0,False
27,8.86737e+17,2017-07-16 23:58:41+00:00,13,10,Mingus,doggo,doggo,6.663962473732915e+17,1.0,chihuahua,0.978108,True,toy_terrier,0.00939697,True,papillon,0.00457681,True,8.866803364779336e+17,This is Derek. He's late for a dog meeting. 13/10 pet...al to the metal https://t.co/BCoWue0abA,4610.0,22798.0,False
28,8.8668e+17,2017-07-16 20:14:00+00:00,13,10,Derek,doggo,doggo,6.664071268567654e+17,1.0,black-and-tan_coonhound,0.529139,True,bloodhound,0.24422,True,flat-coated_retriever,0.17381,True,8.863661447344456e+17,This is Roscoe. Another pupper fallen victim to spontaneous tongue ejections. Get the BlepiPen immediate. 12/10 deep breaths Roscoe https://t.co/RGE08MIJox,3316.0,21524.0,False
29,8.86366e+17,2017-07-15 23:25:31+00:00,12,10,Roscoe,doggo,doggo,6.664115075514819e+17,1.0,coho,0.40464,False,barracouta,0.271485,False,gar,0.189945,False,8.862670092850176e+17,@NonWhiteHat @MayhewMayhem omg hello tanner you are a scary good boy 12/10 would pet with extreme caution,4.0,117.0,
30,8.86267e+17,2017-07-15 16:51:35+00:00,12,10,Text,doggo,doggo,6.664187895133266e+17,1.0,toy_terrier,0.14968,True,papillon,0.148258,True,chihuahua,0.14286,True,8.862583841518879e+17,This is Waffles. His doggles are pupside down. Unsure how to fix. 13/10 someone assist Waffles https://t.co/xZDA9Qsq1O,6523.0,28469.0,False
31,8.86258e+17,2017-07-15 16:17:19+00:00,13,10,Waffles,doggo,doggo,6.664211583765627e+17,1.0,blenheim_spaniel,0.906777,True,cocker_spaniel,0.0903464,True,shih-tzu,0.00111687,True,8.860541600590725e+17,RT @Athletics: 12/10 #BATP https://t.co/WxwJmvjfxo,108.0,0.0,False
32,8.86054e+17,2017-07-15 02:45:48+00:00,12,10,Text,doggo,doggo,6.664282763494728e+17,1.0,pembroke,0.371361,True,chow,0.249394,True,pomeranian,0.241878,True,8.859848000199475e+17,Viewer discretion advised. This is Jimbo. He will rip ur finger right h*ckin off. Other dog clearly an accessory. 12/10 pls pet with caution https://t.co/BuveP0uMF1,7097.0,33382.0,False
33,8.85985e+17,2017-07-14 22:10:11+00:00,12,10,Jimbo,doggo,doggo,6.664307244263588e+17,1.0,llama,0.505184,False,irish_terrier,0.104109,True,dingo,0.0620712,False,8.855289432054702e+17,This is Maisey. She fell asleep mid-excavation. Happens to the best of us. 13/10 would pat noggin approvingly https://t.co/tp1kQ8i9JF,6683.0,36689.0,False
34,8.85529e+17,2017-07-13 15:58:47+00:00,13,10,Maisey,doggo,doggo,6.664356523854234e+17,1.0,chesapeake_bay_retriever,0.18413,True,chain_saw,0.0567753,False,power_drill,0.0367634,False,8.855189715287204e+17,I have a new hero and his name is Howard. 14/10 https://t.co/gzLHboL7Sk,3899.0,20788.0,False
35,8.85519e+17,2017-07-13 15:19:09+00:00,14,10,Text,doggo,doggo,6.664372731399823e+17,1.0,chihuahua,0.6718529999999999,True,beagle,0.12468,True,saluki,0.0440941999999999,True,8.853115929126093e+17,RT @dog_rates: This is Lilly. She just parallel barked. Kindly requests a reward now. 13/10 would pet so well https://t.co/SATN4If5H5,19297.0,0.0,False
36,8.85312e+17,2017-07-13 01:35:06+00:00,13,10,Lilly,doggo,doggo,6.664473444104847e+17,1.0,curly-coated_retriever,0.322084,True,giant_schnauzer,0.287955,True,labrador_retriever,0.166331,True,8.851676198836388e+17,Here we have a corgi undercover as a malamute. Pawbably doing important investigative work. Zero control over tongue happenings. 13/10 https://t.co/44ItaMubBf,4556.0,22367.0,False
37,8.85168e+17,2017-07-12 16:03:00+00:00,13,10,Text,doggo,doggo,6.664547143771832e+17,1.0,dalmatian,0.278954,True,labrador_retriever,0.237612,True,great_pyrenees,0.171106,True,8.849255217417093e+17,"This is Earl. He found a hat. Nervous about what you think of it. 12/10 it's delightful, Earl https://t.co/MYJvdlNRVa",16439.0,68152.0,False
38,8.84926e+17,2017-07-12 00:01:00+00:00,12,10,Earl,doggo,doggo,6.666448231647191e+17,1.0,ibizan_hound,0.0443334,True,pembroke,0.0432093,True,west_highland_white_terrier,0.0389056,True,8.848767533904896e+17,This is Lola. It's her first time outside. Must test the earth and taste the atmosphere. 13/10 you're doing great Lola https://t.co/74TKAUsLkO,6096.0,28514.0,False
39,8.84877e+17,2017-07-11 20:47:12+00:00,13,10,Lola,doggo,doggo,6.666494823150592e+17,1.0,border_collie,0.4478029999999999,True,english_springer,0.170497,True,collie,0.139206,True,8.845628921456886e+17,This is Kevin. He's just so happy. 13/10 what is your secret Kevin https://t.co/1r4MFCbCX5,5100.0,24765.0,False
40,8.84563e+17,2017-07-11 00:00:02+00:00,13,10,Kevin,doggo,doggo,6.666914187071324e+17,1.0,german_shepherd,0.975401,True,beagle,0.00868727,True,bloodhound,0.00539404,True,8.844418053827174e+17,"I present to you, Pup in Hat. Pup in Hat is great for all occasions. Extremely versatile. Compact as h*ck. 14/10 (IG: itselizabethgales) https://t.co/vvBOcC2VdC",5856.0,27478.0,False
41,8.84442e+17,2017-07-10 15:58:53+00:00,14,10,Text,doggo,doggo,6.667011682283315e+17,1.0,labrador_retriever,0.887707,True,chihuahua,0.029307,True,french_bulldog,0.0207563,True,8.842478788514939e+17,OMG HE DIDN'T MEAN TO HE WAS JUST TRYING A LITTLE BARKOUR HE'S SUPER SORRY 13/10 WOULD FORGIVE IMMEDIATE https://t.co/uF3pQ8Wubj,21298.0,74423.0,False
42,8.84248e+17,2017-07-10 03:08:17+00:00,13,10,Text,doggo,doggo,6.667393272930836e+17,1.0,miniature_poodle,0.546933,True,cocker_spaniel,0.1652549999999999,True,toy_poodle,0.0959589,True,8.841626705843773e+17,Meet Yogi. He doesn't have any important dog meetings today he just enjoys looking his best at all times. 12/10 for dangerously dapper doggo https://t.co/YSI00BzTBZ,3128.0,20771.0,False
43,8.84163e+17,2017-07-09 21:29:42+00:00,12,10,Yogi,doggo,doggo,6.667769084876308e+17,1.0,seat_belt,0.375057,False,miniature_pinscher,0.167175,True,chihuahua,0.0869506,True,8.838381229366313e+17,This is Noah. He can't believe someone made this mess. Got the vacuum out for you though. Offered to help clean pup. 12/10 super good boy https://t.co/V85xujjDDY,3586.0,22349.0,False
44,8.83838e+17,2017-07-09 00:00:04+00:00,12,10,Noah,doggo,doggo,6.667817922554962e+17,1.0,italian_greyhound,0.618316,True,weimaraner,0.151363,True,vizsla,0.0859891,True,8.834828469330043e+17,"This is Bella. She hopes her smile made you smile. If not, she is also offering you her favorite monkey. 13.5/10 https://t.co/qjrljjt948",10407.0,46860.0,False
45,8.83483e+17,2017-07-08 00:28:19+00:00,5,10,Bella,doggo,doggo,6.667860682058711e+17,1.0,snail,0.999888,False,slug,5.51417e-05,False,acorn,2.6258e-05,False,8.833606908992184e+17,Meet Grizzwald. He may be the floofiest floofer I ever did see. Lost eyes saving a schoolbus from a volcano erpuption. 13/10 heroic as h*ck https://t.co/rf661IFEYP,3825.0,22986.0,False
46,8.83361e+17,2017-07-07 16:22:55+00:00,13,10,Grizzwald,doggo,doggo,6.668043649887805e+17,1.0,english_setter,0.328792,True,brittany_spaniel,0.283545,True,ibizan_hound,0.0574615,True,8.831178360460861e+17,"Please only send dogs. We don't rate mechanics, no matter how h*ckin good. Thank you... 13/10 would sneak a pat https://t.co/Se5fZ9wp5E",6949.0,37914.0,False
47,8.83118e+17,2017-07-07 00:17:54+00:00,13,10,Text,doggo,doggo,6.668178363340964e+17,1.0,miniature_schnauzer,0.496953,True,standard_schnauzer,0.285276,True,giant_schnauzer,0.0737636999999999,True,8.829920803642204e+17,This is Rusty. He wasn't ready for the first pic. Clearly puppared for the second. 13/10 confirmed great boy https://t.co/tyER0KpdXj,4122.0,24445.0,False
48,8.82992e+17,2017-07-06 15:58:11+00:00,13,10,Rusty,doggo,doggo,6.668267801798697e+17,1.0,maltese_dog,0.359383,True,teddy,0.148759,False,west_highland_white_terrier,0.1060069999999999,True,8.827626945117348e+17,This is Gus. He's quite the cheeky pupper. Already perfected the disinterested wink. 12/10 would let steal my girl https://t.co/D43I96SlVu,5134.0,28903.0,False
49,8.82763e+17,2017-07-06 00:46:41+00:00,12,10,Gus,doggo,doggo,6.668350077685514e+17,1.0,airedale,0.448459,True,toy_poodle,0.12403,True,teddy,0.1101829999999999,False,8.826272703216026e+17,This is Stanley. He has his first swim lesson today. Doggle straps adjusted. Ready to go. 13/10 Phelps is nervous (IG: stanleythe_corgi) https://t.co/Nx52PGwH94,6342.0,28382.0,False
50,8.82627e+17,2017-07-05 15:48:34+00:00,13,10,Stanley,doggo,doggo,6.668370284499722e+17,1.0,triceratops,0.442113,False,armadillo,0.114071,False,common_iguana,0.0432553,False,8.822681101993697e+17,This is Alfy. You're witnessing his first watermelon experience. I think it was a success. 13/10 happy 4th Alfy 🇺🇸 https://t.co/fYP5RlutfA,12118.0,45880.0,False
51,8.82268e+17,2017-07-04 16:01:23+00:00,13,10,Alfy,doggo,doggo,6.66983947667116e+17,1.0,swab,0.589446,False,chain_saw,0.190142,False,wig,0.0345097,False,8.820458700359188e+17,"This is Koko. Her owner, inspired by Barney, recently built a cart for her to use during walks if she got tired. 13/10 rest easy Koko https://t.co/zeDpnsKX7w",5203.0,29900.0,False
52,8.82046e+17,2017-07-04 01:18:17+00:00,13,10,Koko,doggo,doggo,6.669961320279777e+17,1.0,hay,0.507637,False,rottweiler,0.0624899,True,water_buffalo,0.0484246999999999,False,8.81906580714922e+17,This is Rey. He's a Benebop Cumberfloof. 12/10 dangerously pettable https://t.co/503CgWbhxQ,3533.0,24773.0,False
53,8.81907e+17,2017-07-03 16:04:48+00:00,12,10,Rey,doggo,doggo,6.670126010339246e+17,1.0,hyena,0.98723,False,african_hunting_dog,0.0126007999999999,False,coyote,5.7350100000000005e-05,False,8.816665953445356e+17,This is Gary. He couldn't miss this puppertunity for a selfie. Flawless focusing skills. 13/10 would boop intensely https://t.co/7CSWCl8I6s,11099.0,51522.0,False
54,8.81667e+17,2017-07-03 00:11:11+00:00,13,10,Gary,doggo,doggo,6.670440942465761e+17,1.0,golden_retriever,0.765266,True,labrador_retriever,0.206694,True,seat_belt,0.0106669,False,8.81633300179243e+17,@roushfenway These are good dogs but 17/10 is an emotional impulse rating. More like 13/10s,7.0,129.0,
55,8.81633e+17,2017-07-02 21:58:53+00:00,17,10,Text,doggo,doggo,6.670621812430397e+17,1.0,chesapeake_bay_retriever,0.825678,True,vizsla,0.090998,True,kelpie,0.0229562,True,8.815360043808727e+17,"Here is a pupper approaching maximum borkdrive. Zooming at never before seen speeds. 14/10 paw-inspiring af 
(IG: puffie_the_chow) https://t.co/ghXBIIeQZF",16570.0,50199.0,False
56,8.81536e+17,2017-07-02 15:32:16+00:00,14,10,Pupper,doggo,doggo,6.670655355705508e+17,1.0,jigsaw_puzzle,0.560001,False,doormat,0.1032589999999999,False,space_heater,0.042568,False,8.812684441964626e+17,Meet Elliot. He's a Canadian Forrest Pup. Unusual number of antlers for a dog. Sneaky tongue slip to celebrate #Canada150. 12/10 would pet https://t.co/cgwJwowTMC,5358.0,23501.0,False
57,8.81268e+17,2017-07-01 21:49:04+00:00,12,10,Elliot,doggo,doggo,6.670736483443466e+17,1.0,chihuahua,0.4836819999999999,True,pug,0.0924938999999999,True,brabancon_griffon,0.0574954,True,8.809357628999885e+17,This is Louis. He's crossing. It's a big deal. 13/10 h*ckin breathtaking https://t.co/D0wb1GlKAt,2886.0,17346.0,False
58,8.80936e+17,2017-06-30 23:47:07+00:00,13,10,Louis,doggo,doggo,6.670908936572764e+17,1.0,chihuahua,0.959514,True,italian_greyhound,0.00537015,True,pomeranian,0.00264133,True,8.808724488157716e+17,Ugh not again. We only rate dogs. Please don't send in well-dressed  floppy-tongued street penguins. Dogs only please. Thank you... 12/10 https://t.co/WiAMbTkDPf,3989.0,21734.0,False
59,8.80872e+17,2017-06-30 19:35:32+00:00,12,10,Text,doggo,doggo,6.671197968787251e+17,1.0,pembroke,0.741563,True,chihuahua,0.0578659,True,toy_poodle,0.0391250999999999,True,8.804658323668132e+17,This is Bella. She had her first beach experience this morning. Complete success. 12/10 would perform a sandy boop https://t.co/4VsFysDmiw,6546.0,29075.0,False
60,8.80466e+17,2017-06-29 16:39:47+00:00,12,10,Bella,doggo,doggo,6.671382696715059e+17,1.0,west_highland_white_terrier,0.747713,True,samoyed,0.2436289999999999,True,toy_poodle,0.00180397,True,8.80221127280382e+17,Meet Jesse. He's a Fetty Woof. His tongue ejects without warning. A true bleptomaniac. 12/10 would snug well https://t.co/fUod0tVmvK,4436.0,27640.0,False
61,8.80221e+17,2017-06-29 00:27:25+00:00,12,10,Jesse,doggo,doggo,6.671521640794235e+17,1.0,toy_poodle,0.535411,True,pomeranian,0.087544,True,miniature_poodle,0.06205,True,8.800957828708966e+17,Please don't send in photos without dogs in them. We're not @porch_rates. Insubordinate and churlish. Pretty good porch tho 11/10 https://t.co/HauE8M3Bu4,4533.0,28150.0,False
62,8.80096e+17,2017-06-28 16:09:20+00:00,11,10,Text,doggo,doggo,6.671602730909327e+17,1.0,golden_retriever,0.471351,True,miniature_poodle,0.0919921,True,standard_poodle,0.0873853999999999,True,8.798624647159276e+17,This is Romeo. He would like to do an entrance. Requesting your immediate assistance. 13/10 https://t.co/Qh5aEkRQm9,3642.0,22667.0,False
63,8.79862e+17,2017-06-28 00:42:13+00:00,13,10,Romeo,doggo,doggo,6.671655900759409e+17,1.0,miniature_pinscher,0.140173,True,rottweiler,0.134094,True,beagle,0.0818998,True,8.79674319642796e+17,@RealKentMurphy 14/10 confirmed,10.0,315.0,
64,8.79674e+17,2017-06-27 12:14:36+00:00,14,10,Text,doggo,doggo,6.671712608000614e+17,1.0,giant_schnauzer,0.8412649999999999,True,lakeland_terrier,0.0527442,True,irish_water_spaniel,0.0344017,True,8.794920405176156e+17,This is Bailey. He thinks you should measure ear length for signs of growth instead. 12/10 https://t.co/IxM9IMKQq8,3323.0,23822.0,False
65,8.79492e+17,2017-06-27 00:10:17+00:00,12,10,Bailey,doggo,doggo,6.671749631205745e+17,1.0,toy_poodle,0.266437,True,chihuahua,0.243223,True,bluetick,0.0728063,True,8.794158184251843e+17,This is Duddles. He did an attempt. 13/10 someone help him (vid by Georgia Felici) https://t.co/UDT7ZkcTgY,45849.0,107956.0,False
66,8.79416e+17,2017-06-26 19:07:24+00:00,13,10,Duddles,doggo,doggo,6.671761641553756e+17,1.0,soft-coated_wheaten_terrier,0.318981,True,lakeland_terrier,0.215218,True,toy_poodle,0.106014,True,8.793764925678551e+17,This is Jack AKA Stephen Furry. You're not scoring on him. Unless he slips down the slide. 12/10 would happily get blocked by https://t.co/0gOi601EAa,3261.0,17099.0,False
67,8.79376e+17,2017-06-26 16:31:08+00:00,12,10,Jack,doggo,doggo,6.671779890382971e+17,1.0,vizsla,0.2592489999999999,True,chesapeake_bay_retriever,0.176293,True,weimaraner,0.112369,True,8.791305795764756e+17,RT @dog_rates: This is Emmy. She was adopted today. Massive round of pupplause for Emmy and her new family. 14/10 for all involved https://…,7181.0,0.0,
68,8.79131e+17,2017-06-26 00:13:58+00:00,14,10,Emmy,doggo,doggo,6.671827920700621e+17,1.0,golden_retriever,0.949892,True,irish_setter,0.0105638,True,chesapeake_bay_retriever,0.00582141,True,8.790507492626555e+17,This is Steven. He has trouble relating to other dogs. Quite shy. Neck longer than average. Tropical probably. 11/10 would still pet https://t.co/2mJCDEJWdD,4941.0,23022.0,False
69,8.79051e+17,2017-06-25 18:56:45+00:00,11,10,Steven,doggo,doggo,6.671886899157606e+17,1.0,vacuum,0.33583,False,swab,0.265278,False,toilet_tissue,0.140703,False,8.790082295310295e+17,This is Beau. That is Beau's balloon. He takes it everywhere. 13/10 would protect at all costs https://t.co/YDtpCjIPKN,2812.0,19317.0,False
70,8.79008e+17,2017-06-25 16:07:47+00:00,13,10,Beau,doggo,doggo,6.67192066997375e+17,1.0,rottweiler,0.28364,True,miniature_pinscher,0.148112,True,black-and-tan_coonhound,0.0955848,True,8.787760934230876e+17,This is Snoopy. He's a proud #PrideMonthPuppo. Impeccable handwriting for not having thumbs. 13/10 would love back #PrideMonth https://t.co/lNZwgNO4gS,4319.0,19763.0,False
71,8.78776e+17,2017-06-25 00:45:22+00:00,13,10,Snoopy,doggo,doggo,6.672005250295398e+17,1.0,siberian_husky,0.694904,True,malamute,0.232006,True,eskimo_dog,0.0506351,True,8.786047072117268e+17,Martha is stunning how h*ckin dare you. 13/10 https://t.co/9uABQXgjwa,7582.0,30931.0,False
72,8.78605e+17,2017-06-24 13:24:20+00:00,13,10,Text,doggo,doggo,6.672118555474862e+17,1.0,golden_retriever,0.462556,True,labrador_retriever,0.454937,True,kuvasz,0.0241933,True,8.78404777348137e+17,"RT @dog_rates: Meet Shadow. In an attempt to reach maximum zooming borkdrive, he tore his ACL. Still 13/10 tho. Help him out below

https:/…",1349.0,0.0,
